principio_ativo,nome_normalizado,forma_farmaceutica,unidade_dispensavel,concentracao_texto,via_administracao,aliases,fonte,versao_base
hemifumarato de bisoprolol,hemifumarato de bisoprolol 5 mg comprimido revestido,comprimido revestido,comprimido,5 mg,oral,BIZO|CONCOR|CONCÁRDIO|HEMIFUMARATO DE BISOPROLOL|ICCOR|LAIO,ANVISA/CMED 2026-06,2026-06
hemifumarato de cobimetinibe,hemifumarato de cobimetinibe 20 mg comprimido revestido,comprimido revestido,comprimido,20 mg,oral,COTELLIC®,ANVISA/CMED 2026-06,2026-06
hemifumarato de gilteritinibe,hemifumarato de gilteritinibe 40 mg comprimido revestido,comprimido revestido,comprimido,40 mg,oral,XOSPATA®,ANVISA/CMED 2026-06,2026-06
hemifumarato de quetiapina,hemifumarato de quetiapina 100 mg comprimido revestido,comprimido revestido,comprimido,100 mg,oral,ATIP|HEMIFUMARATO DE QUETIAPINA|KITAPEN|MENSYVA|NEOTIAPIM|QUEROPAX|QUET|QUETIPIN,ANVISA/CMED 2026-06,2026-06
hemifumarato de quetiapina,hemifumarato de quetiapina 200 mg comprimido revestido,comprimido revestido,comprimido,200 mg,oral,ATIP|HEMIFUMARATO DE QUETIAPINA|KITAPEN|MENSYVA|NEOTIAPIM|QUEROPAX|QUET|QUETIPIN,ANVISA/CMED 2026-06,2026-06
hemifumarato de quetiapina,hemifumarato de quetiapina 25 mg comprimido revestido,comprimido revestido,comprimido,25 mg,oral,ATIP|HEMIFUMARATO DE QUETIAPINA|KITAPEN|MENSYVA|NEOTIAPIM|QUEROPAX|QUET|QUETIPIN,ANVISA/CMED 2026-06,2026-06
hemifumarato de quetiapina,hemifumarato de quetiapina 300 mg comprimido revestido,comprimido revestido,comprimido,300 mg,oral,HEMIFUMARATO DE QUETIAPINA|QUEROPAX|QUETIPIN,ANVISA/CMED 2026-06,2026-06
hemifumarato de quetiapina,hemifumarato de quetiapina 200 mg comprimido revestido de liberação prolongada,comprimido revestido de liberação prolongada,comprimido,200 mg,oral,ATIP XR|HEMIFUMARATO DE QUETIAPINA|QUEPSIA LP|QUET XR|SEROQUEL,ANVISA/CMED 2026-06,2026-06
hemifumarato de quetiapina,hemifumarato de quetiapina 300 mg comprimido revestido de liberação prolongada,comprimido revestido de liberação prolongada,comprimido,300 mg,oral,ATIP XR|HEMIFUMARATO DE QUETIAPINA|QUEPSIA LP|QUET XR|SEROQUEL,ANVISA/CMED 2026-06,2026-06
hemifumarato de quetiapina,hemifumarato de quetiapina 50 mg comprimido revestido de liberação prolongada,comprimido revestido de liberação prolongada,comprimido,50 mg,oral,ATIP XR|HEMIFUMARATO DE QUETIAPINA|QUEPSIA LP|QUET XR|QUETIPIN LP|SEROQUEL,ANVISA/CMED 2026-06,2026-06
hemifumarato de quetiapina,hemifumarato de quetiapina 100 mg comprimido revestido oral,comprimido revestido oral,comprimido,100 mg,oral,HEMIFUMARATO DE QUETIAPINA,ANVISA/CMED 2026-06,2026-06
hemifumarato de quetiapina,hemifumarato de quetiapina 200 mg comprimido revestido oral,comprimido revestido oral,comprimido,200 mg,oral,HEMIFUMARATO DE QUETIAPINA,ANVISA/CMED 2026-06,2026-06
hemifumarato de quetiapina,"hemifumarato de quetiapina 12,5 mg/ml pó para suspensão oral",pó para suspensão oral,pó,"12,5 mg/ml",oral,ATIP|QUETIPIN SO,ANVISA/CMED 2026-06,2026-06
hemifumarato de quetiapina,hemifumarato de quetiapina 25 mg/ml pó para suspensão oral,pó para suspensão oral,pó,25 mg/ml,oral,ATIP|QUETIPIN SO,ANVISA/CMED 2026-06,2026-06
hemifumarato de tenofovir alafenamida,hemifumarato de tenofovir alafenamida 25 mg comprimido revestido,comprimido revestido,comprimido,25 mg,oral,VEMLIDY,ANVISA/CMED 2026-06,2026-06
hemifumarato de tenofovir alafenamida + entricitabina,"hemifumarato de tenofovir alafenamida + entricitabina 200,0 + 25,0 mg comprimido revestido",comprimido revestido,comprimido,"200,0 + 25,0 mg",oral,DESCOVY,ANVISA/CMED 2026-06,2026-06
hemifumarato de tenofovir alafenamida + entricitabina + bictegravir sódico,hemifumarato de tenofovir alafenamida + entricitabina + bictegravir sódico 50 + 200 + 25 mg comprimido revestido,comprimido revestido,comprimido,50 + 200 + 25 mg,oral,BIKTARVY,ANVISA/CMED 2026-06,2026-06
hemina,hemina 350 mg pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,350 mg,parenteral,PANHEMATIN,ANVISA/CMED 2026-06,2026-06
hemitartarato de epinefrina,hemitartarato de epinefrina 1 mg/ml solução injetável,solução injetável,solução,1 mg/ml,parenteral,EFRINALIN,ANVISA/CMED 2026-06,2026-06
hemitartarato de epinefrina + cloridrato de articaína,hemitartarato de epinefrina + cloridrato de articaína 40 mg/ml + 10 mcg/ml solução injetável buc,solução injetável buc,solução,40 mg/ml + 10 mcg/ml,parenteral,SEPTANEST,ANVISA/CMED 2026-06,2026-06
hemitartarato de epinefrina + cloridrato de levobupivacaína,"hemitartarato de epinefrina + cloridrato de levobupivacaína 2,5 mg/ml+ 9,1 mcg / ml solução injetável",solução injetável,solução,"2,5 mg/ml+ 9,1 mcg / ml",parenteral,NOVABUPI,ANVISA/CMED 2026-06,2026-06
hemitartarato de epinefrina + cloridrato de levobupivacaína,"hemitartarato de epinefrina + cloridrato de levobupivacaína 5 mg/ml + 9,1 mcg/ml solução injetável",solução injetável,solução,"5 mg/ml + 9,1 mcg/ml",parenteral,NOVABUPI,ANVISA/CMED 2026-06,2026-06
hemitartarato de epinefrina + cloridrato de levobupivacaína,"hemitartarato de epinefrina + cloridrato de levobupivacaína 7,5 mg/ml + 9,1 mcg / ml solução injetável",solução injetável,solução,"7,5 mg/ml + 9,1 mcg / ml",parenteral,NOVABUPI,ANVISA/CMED 2026-06,2026-06
hemitartarato de metaraminol,hemitartarato de metaraminol 10 mg/ml solução injetável,solução injetável,solução,10 mg/ml,parenteral,ARAMIN,ANVISA/CMED 2026-06,2026-06
hemitartarato de norepinefrina,hemitartarato de norepinefrina 2 mg/ ml solução injetável,solução injetável,solução,2 mg/ ml,parenteral,HEMITARTARATO DE NOREPINEFRINA,ANVISA/CMED 2026-06,2026-06
hemitartarato de norepinefrina,hemitartarato de norepinefrina 2 mg/ml solução injetável,solução injetável,solução,2 mg/ml,intravenosa,HEMITARTARATO DE NOREPINEFRINA,ANVISA/CMED 2026-06,2026-06
hemitartarato de norepinefrina,hemitartarato de norepinefrina 2 mg/ml solução para diluição para infusão,solução para diluição para infusão,solução,2 mg/ml,intravenosa,EPIKABI|HYPONOR|NORADREM,ANVISA/CMED 2026-06,2026-06
hemitartarato de norepinefrina monoidratada,hemitartarato de norepinefrina monoidratada 2 mg/ml solução injetável,solução injetável,solução,2 mg/ml,intravenosa,HEMITARTARATO DE NOREPINEFRINA,ANVISA/CMED 2026-06,2026-06
hemitartarato de norepinefrina monoidratada,hemitartarato de norepinefrina monoidratada 2 mg/ml solução para diluição para infusão,solução para diluição para infusão,solução,2 mg/ml,intravenosa,HEMITARTARATO DE NOREPINEFRINA MONOIDRATADA|HYPONOR|UNIANORA,ANVISA/CMED 2026-06,2026-06
hemitartarato de rivastigmina,"hemitartarato de rivastigmina 1,5 mg cápsula dura",cápsula dura,cápsula,"1,5 mg",oral,EXELON|HEMITARTARATO DE RIVASTIGMINA|VASTIGMA,ANVISA/CMED 2026-06,2026-06
hemitartarato de rivastigmina,hemitartarato de rivastigmina 3 mg cápsula dura,cápsula dura,cápsula,3 mg,oral,HEMITARTARATO DE RIVASTIGMINA|VASTIGMA,ANVISA/CMED 2026-06,2026-06
hemitartarato de rivastigmina,"hemitartarato de rivastigmina 3,0 mg cápsula dura",cápsula dura,cápsula,"3,0 mg",oral,EXELON,ANVISA/CMED 2026-06,2026-06
hemitartarato de rivastigmina,"hemitartarato de rivastigmina 4,5 mg cápsula dura",cápsula dura,cápsula,"4,5 mg",oral,EXELON|HEMITARTARATO DE RIVASTIGMINA,ANVISA/CMED 2026-06,2026-06
hemitartarato de rivastigmina,hemitartarato de rivastigmina 6 mg cápsula dura,cápsula dura,cápsula,6 mg,oral,HEMITARTARATO DE RIVASTIGMINA,ANVISA/CMED 2026-06,2026-06
hemitartarato de rivastigmina,"hemitartarato de rivastigmina 6,0 mg cápsula dura",cápsula dura,cápsula,"6,0 mg",oral,EXELON,ANVISA/CMED 2026-06,2026-06
hemitartarato de rivastigmina,"hemitartarato de rivastigmina 1,5 mg cápsula dura oral",cápsula dura oral,cápsula,"1,5 mg",oral,COGNIVA|HEMITARTARATO DE RIVASTIGMINA,ANVISA/CMED 2026-06,2026-06
hemitartarato de rivastigmina,hemitartarato de rivastigmina 3 mg cápsula dura oral,cápsula dura oral,cápsula,3 mg,oral,COGNIVA|HEMITARTARATO DE RIVASTIGMINA,ANVISA/CMED 2026-06,2026-06
hemitartarato de rivastigmina,"hemitartarato de rivastigmina 4,5 mg cápsula dura oral",cápsula dura oral,cápsula,"4,5 mg",oral,COGNIVA|HEMITARTARATO DE RIVASTIGMINA,ANVISA/CMED 2026-06,2026-06
hemitartarato de rivastigmina,hemitartarato de rivastigmina 6 mg cápsula dura oral,cápsula dura oral,cápsula,6 mg,oral,COGNIVA|HEMITARTARATO DE RIVASTIGMINA,ANVISA/CMED 2026-06,2026-06
hemitartarato de zolpidem,"hemitartarato de zolpidem 12,5 mg comprimido de liberação prolongada",comprimido de liberação prolongada,comprimido,"12,5 mg",oral,HEMITARTARATO DE ZOLPIDEM|NUIT LONG XR|STILNOX,ANVISA/CMED 2026-06,2026-06
hemitartarato de zolpidem,"hemitartarato de zolpidem 6,25 mg comprimido de liberação prolongada",comprimido de liberação prolongada,comprimido,"6,25 mg",oral,HEMITARTARATO DE ZOLPIDEM|NUIT LONG XR|STILNOX,ANVISA/CMED 2026-06,2026-06
hemitartarato de zolpidem,hemitartarato de zolpidem 10 mg comprimido efervescente,comprimido efervescente,comprimido,10 mg,oral,ZOLFEST D,ANVISA/CMED 2026-06,2026-06
hemitartarato de zolpidem,hemitartarato de zolpidem 5 mg comprimido orodispersível,comprimido orodispersível,comprimido,5 mg,oral,HEMITARTARATO DE ZOLPIDEM|NUIT FLASH,ANVISA/CMED 2026-06,2026-06
hemitartarato de zolpidem,hemitartarato de zolpidem 10 mg comprimido revestido,comprimido revestido,comprimido,10 mg,oral,HEMITARTARATO DE ZOLPIDEM|INSONOX|ISOY|LUNE|NOCTIDEN|STILNOX|TURNO|ZOAF,ANVISA/CMED 2026-06,2026-06
hemitartarato de zolpidem,"hemitartarato de zolpidem 12,5 mg comprimido revestido de liberação prolongada",comprimido revestido de liberação prolongada,comprimido,"12,5 mg",oral,HEMITARTARATO DE ZOLPIDEM|PATZ CR|TURNO XR,ANVISA/CMED 2026-06,2026-06
hemitartarato de zolpidem,"hemitartarato de zolpidem 6,25 mg comprimido revestido de liberação prolongada",comprimido revestido de liberação prolongada,comprimido,"6,25 mg",oral,HEMITARTARATO DE ZOLPIDEM|PATZ CR|TURNO XR,ANVISA/CMED 2026-06,2026-06
hemitartarato de zolpidem,hemitartarato de zolpidem 10 mg comprimido sublingual,comprimido sublingual,comprimido,10 mg,bucal,HEMITARTARATO DE ZOLPIDEM|PATZ SL|STILRAM SL|ZOLREM SL,ANVISA/CMED 2026-06,2026-06
hemitartarato de zolpidem,hemitartarato de zolpidem 5 mg comprimido sublingual,comprimido sublingual,comprimido,5 mg,bucal,HEMITARTARATO DE ZOLPIDEM|LUNE SL|PATZ SL|RIPOSO SL|STILRAM SL|TURNO SL|ZOLPAZ SL|ZOLREM SL,ANVISA/CMED 2026-06,2026-06
hemitartarato de zolpidem,hemitartarato de zolpidem 10 mg/ml solução got oral,solução got oral,solução,10 mg/ml,oral,PATZ GTS,ANVISA/CMED 2026-06,2026-06
hemitartarato de zolpidem,"hemitartarato de zolpidem 2,5 mg solução spr oral",solução spr oral,solução,"2,5 mg",oral,ZOLFEST SPRAY,ANVISA/CMED 2026-06,2026-06
heparina sódica bovina,heparina sódica bovina 5000 ui/ml solução injetável display 50,solução injetável display 50,solução,5000 ui/ml,parenteral,HEPTAR,ANVISA/CMED 2026-06,2026-06
heparina sódica bovina,heparina sódica bovina 100 ui/ml solução para infusão,solução para infusão,solução,100 ui/ml,intravenosa,HEPTAR,ANVISA/CMED 2026-06,2026-06
heparina sódica suína,heparina sódica suína 200 ui/g gl top ct bg al x 40 g,,,200 ui/g gl top ct bg al x 40 g,,TROMBOFOB GEL,ANVISA/CMED 2026-06,2026-06
heparina sódica suína,"heparina sódica suína 5000 ui/0,25 ml solução injetável",solução injetável,solução,"5000 ui/0,25 ml",parenteral,HEMOFOL|PARINEX,ANVISA/CMED 2026-06,2026-06
heparina sódica suína,heparina sódica suína 5000 ui/ml solução injetável,solução injetável,solução,5000 ui/ml,parenteral,HEMOFOL|HEPAMAX-S|PARINEX,ANVISA/CMED 2026-06,2026-06
heparina sódica suína,heparina sódica suína 10 000 ui/ml solução tópica spy,solução tópica spy,solução,10 000 ui/ml,tópica,ALIMAX,ANVISA/CMED 2026-06,2026-06
hesperidina + cloridrato de piperidolato + ácido ascórbico,hesperidina + cloridrato de piperidolato + ácido ascórbico 100 mg + 50 mg + 50 mg drágea,drágea,drágea,100 mg + 50 mg + 50 mg,oral,DACTIL OB,ANVISA/CMED 2026-06,2026-06
hesperidina + diosmina,hesperidina + diosmina 450 mg + 50 mg comprimido,comprimido,comprimido,450 mg + 50 mg,oral,DIOPLEX DH,ANVISA/CMED 2026-06,2026-06
hesperidina + diosmina,hesperidina + diosmina 450 + 50 mg comprimido revestido,comprimido revestido,comprimido,450 + 50 mg,oral,BIOVARIXON|DIOSMIN|DISP H|VENAFLON|VENOXIDE|VONFLUX|WENO DH,ANVISA/CMED 2026-06,2026-06
hesperidina + diosmina,hesperidina + diosmina 450 mg + 50 mg comprimido revestido,comprimido revestido,comprimido,450 mg + 50 mg,oral,CONDUVAZ|DIOEH|FLAVENOS|VARIFLUX|VELUNID|WARYZ,ANVISA/CMED 2026-06,2026-06
hesperidina + diosmina,hesperidina + diosmina 900 + 100 mg comprimido revestido,comprimido revestido,comprimido,900 + 100 mg,oral,DAFLON,ANVISA/CMED 2026-06,2026-06
hesperidina + diosmina,hesperidina + diosmina 900 mg + 100 mg comprimido revestido,comprimido revestido,comprimido,900 mg + 100 mg,oral,BIOVARIXON,ANVISA/CMED 2026-06,2026-06
hesperidina + diosmina,hesperidina + diosmina 900 mg + 100 mg granulado,granulado,granulado,900 mg + 100 mg,oral,DIOSMIN SDU,ANVISA/CMED 2026-06,2026-06
hesperidina + diosmina,hesperidina + diosmina 900 + 100 mg suspensão oral,suspensão oral,suspensão,900 + 100 mg,oral,DAFLON,ANVISA/CMED 2026-06,2026-06
hesperidina + diosmina + flavonóides expressos em hesperidina,hesperidina + diosmina + flavonóides expressos em hesperidina 450 mg + 50 mg comprimido revestido,comprimido revestido,comprimido,450 mg + 50 mg,oral,VEVASO,ANVISA/CMED 2026-06,2026-06
hesperidina + diosmina + flavonóides expressos em hesperidina,hesperidina + diosmina + flavonóides expressos em hesperidina 900 mg + 100 mg comprimido revestido,comprimido revestido,comprimido,900 mg + 100 mg,oral,VEVASO,ANVISA/CMED 2026-06,2026-06
hexacetonido de triancinolona,hexacetonido de triancinolona 20 mg/ml suspensão injetável,suspensão injetável,suspensão,20 mg/ml,parenteral,TRIANCIL,ANVISA/CMED 2026-06,2026-06
hexafluoreto de enxofre,hexafluoreto de enxofre 25 mg pó liofilizado para solução injetável c gas 8μl ml,pó liofilizado para solução injetável c gas 8μl ml,pó,25 mg,parenteral,SONOVUE,ANVISA/CMED 2026-06,2026-06
hialuronato de sódio,"hialuronato de sódio 1,0 mg/ml solução got oftálmica",solução got oftálmica,solução,"1,0 mg/ml",oftálmica,HILUROPT,ANVISA/CMED 2026-06,2026-06
hialuronato de sódio,"hialuronato de sódio 1,5 mg/ml solução got oftálmica",solução got oftálmica,solução,"1,5 mg/ml",oftálmica,HILUROPT,ANVISA/CMED 2026-06,2026-06
hialuronato de sódio,"hialuronato de sódio 2,0 mg/ml solução got oftálmica",solução got oftálmica,solução,"2,0 mg/ml",oftálmica,HILUROPT,ANVISA/CMED 2026-06,2026-06
hialuronato de sódio,hialuronato de sódio 10 mg/ml solução injetável,solução injetável,solução,10 mg/ml,parenteral,EUFLEXXA|POLIREUMIN,ANVISA/CMED 2026-06,2026-06
hialuronato de sódio,hialuronato de sódio 1 mg /ml solução oftálmica,solução oftálmica,solução,1 mg /ml,oftálmica,LUNAH,ANVISA/CMED 2026-06,2026-06
hialuronato de sódio,hialuronato de sódio 1 mg/ml solução oftálmica,solução oftálmica,solução,1 mg/ml,oftálmica,HYLO-COMOD|LUNAH,ANVISA/CMED 2026-06,2026-06
hialuronato de sódio,"hialuronato de sódio 1,5 mg/ml solução oftálmica",solução oftálmica,solução,"1,5 mg/ml",oftálmica,LAXIME,ANVISA/CMED 2026-06,2026-06
hialuronato de sódio,hialuronato de sódio 2 mg/ml solução oftálmica,solução oftálmica,solução,2 mg/ml,oftálmica,HYLO-GEL|LUNAH,ANVISA/CMED 2026-06,2026-06
hialuronidase + valerato de betametasona,"hialuronidase + valerato de betametasona 2,5 mg + 150 utr pomada dermatológica",pomada dermatológica,pomada,"2,5 mg + 150 utr",tópica,POSTEC,ANVISA/CMED 2026-06,2026-06
hidrobrometo de citalopram (port. 344/98 lista c 1),hidrobrometo de citalopram (port. 344/98 lista c 1) 20 mg comprimido revestido,comprimido revestido,comprimido,20 mg,oral,CITALOPRAM,ANVISA/CMED 2026-06,2026-06
hidroclorotiazida,hidroclorotiazida 25 mg comprimido,comprimido,comprimido,25 mg,oral,CLORANA|DIUREZIN|DIURIX|FURP-HIDROCLOROTIAZIDA|HIDROCLOROTIAZIDA|HIDROLESS|IQUEGO-  HIDROCLOROTIAZIDA,ANVISA/CMED 2026-06,2026-06
hidroclorotiazida,hidroclorotiazida 50 mg comprimido,comprimido,comprimido,50 mg,oral,CLORANA|DIUREZIN|HIDROCLOROTIAZIDA|HIDROLESS,ANVISA/CMED 2026-06,2026-06
hidroclorotiazida + besilato de anlodipino + olmesartana medoxomila,"hidroclorotiazida + besilato de anlodipino + olmesartana medoxomila 20 + 5 + 12,5 mg comprimido revestido",comprimido revestido,comprimido,"20 + 5 + 12,5 mg",oral,OLMECOR TRIPLO,ANVISA/CMED 2026-06,2026-06
hidroclorotiazida + besilato de anlodipino + olmesartana medoxomila,"hidroclorotiazida + besilato de anlodipino + olmesartana medoxomila 20,0 + 12,5 + 5,0 mg comprimido revestido",comprimido revestido,comprimido,"20,0 + 12,5 + 5,0 mg",oral,BENICAR TRIPLO,ANVISA/CMED 2026-06,2026-06
hidroclorotiazida + besilato de anlodipino + olmesartana medoxomila,"hidroclorotiazida + besilato de anlodipino + olmesartana medoxomila 40 + 10 + 12,5 mg comprimido revestido",comprimido revestido,comprimido,"40 + 10 + 12,5 mg",oral,OLMECOR TRIPLO,ANVISA/CMED 2026-06,2026-06
hidroclorotiazida + besilato de anlodipino + olmesartana medoxomila,hidroclorotiazida + besilato de anlodipino + olmesartana medoxomila 40 + 10 + 25 mg comprimido revestido,comprimido revestido,comprimido,40 + 10 + 25 mg,oral,OLMECOR TRIPLO,ANVISA/CMED 2026-06,2026-06
hidroclorotiazida + besilato de anlodipino + olmesartana medoxomila,"hidroclorotiazida + besilato de anlodipino + olmesartana medoxomila 40,0 + 12,5 + 5,0 mg comprimido revestido",comprimido revestido,comprimido,"40,0 + 12,5 + 5,0 mg",oral,BENICAR TRIPLO,ANVISA/CMED 2026-06,2026-06
hidroclorotiazida + besilato de anlodipino + olmesartana medoxomila,"hidroclorotiazida + besilato de anlodipino + olmesartana medoxomila 40,0 + 25,0 + 10,0 mg comprimido revestido",comprimido revestido,comprimido,"40,0 + 25,0 + 10,0 mg",oral,BENICAR TRIPLO,ANVISA/CMED 2026-06,2026-06
hidroclorotiazida + candesartana cilexetila,"hidroclorotiazida + candesartana cilexetila 16 + 12,5 mg comprimido",comprimido,comprimido,"16 + 12,5 mg",oral,CANDESARTANA CILEXETILA + HIDROCLOROTIAZIDA,ANVISA/CMED 2026-06,2026-06
hidroclorotiazida + candesartana cilexetila,"hidroclorotiazida + candesartana cilexetila 16 mg + 12,5 mg comprimido",comprimido,comprimido,"16 mg + 12,5 mg",oral,ATACAND HCT|CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA|VENZER HCT,ANVISA/CMED 2026-06,2026-06
hidroclorotiazida + candesartana cilexetila,"hidroclorotiazida + candesartana cilexetila 8 + 12,5 mg comprimido",comprimido,comprimido,"8 + 12,5 mg",oral,CANDESARTANA CILEXETILA + HIDROCLOROTIAZIDA,ANVISA/CMED 2026-06,2026-06
hidroclorotiazida + candesartana cilexetila,"hidroclorotiazida + candesartana cilexetila 8 mg + 12,5 mg comprimido",comprimido,comprimido,"8 mg + 12,5 mg",oral,ATACAND HCT|CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA|VENZER HCT,ANVISA/CMED 2026-06,2026-06
hidroclorotiazida + cloridrato de propranolol,"hidroclorotiazida + cloridrato de propranolol 40 mg + 12,5 mg comprimido",comprimido,comprimido,"40 mg + 12,5 mg",oral,TENADREN,ANVISA/CMED 2026-06,2026-06
hidroclorotiazida + cloridrato de propranolol,hidroclorotiazida + cloridrato de propranolol 40 mg + 25 mg comprimido,comprimido,comprimido,40 mg + 25 mg,oral,TENADREN,ANVISA/CMED 2026-06,2026-06
hidroclorotiazida + cloridrato de propranolol,"hidroclorotiazida + cloridrato de propranolol 80 mg + 12,5 mg comprimido",comprimido,comprimido,"80 mg + 12,5 mg",oral,TENADREN,ANVISA/CMED 2026-06,2026-06
hidroclorotiazida + cloridrato de propranolol,hidroclorotiazida + cloridrato de propranolol 80 mg + 25 mg comprimido,comprimido,comprimido,80 mg + 25 mg,oral,TENADREN,ANVISA/CMED 2026-06,2026-06
hidroclorotiazida + hemifumarato de bisoprolol,"hidroclorotiazida + hemifumarato de bisoprolol 10,0 + 25,0 mg comprimido revestido",comprimido revestido,comprimido,"10,0 + 25,0 mg",oral,CONCOR HCT,ANVISA/CMED 2026-06,2026-06
hidroclorotiazida + hemifumarato de bisoprolol,"hidroclorotiazida + hemifumarato de bisoprolol 2,5 + 6,25 mg comprimido revestido",comprimido revestido,comprimido,"2,5 + 6,25 mg",oral,BICONCOR,ANVISA/CMED 2026-06,2026-06
hidroclorotiazida + hemifumarato de bisoprolol,"hidroclorotiazida + hemifumarato de bisoprolol 5,0 + 12,5 mg comprimido revestido",comprimido revestido,comprimido,"5,0 + 12,5 mg",oral,CONCOR HCT,ANVISA/CMED 2026-06,2026-06
hidroclorotiazida + hemifumarato de bisoprolol,"hidroclorotiazida + hemifumarato de bisoprolol 5,0 + 6,25 mg comprimido revestido",comprimido revestido,comprimido,"5,0 + 6,25 mg",oral,BICONCOR,ANVISA/CMED 2026-06,2026-06
