principio_ativo,nome_normalizado,forma_farmaceutica,unidade_dispensavel,concentracao_texto,via_administracao,aliases,fonte,versao_base
gatifloxacino,gatifloxacino 5 mg/ml solução oftálmica,solução oftálmica,solução,5 mg/ml,oftálmica,ZYMAR,ANVISA/CMED 2026-06,2026-06
gatifloxacino sesqui-hidratado + acetato de prednisolona,gatifloxacino sesqui-hidratado + acetato de prednisolona 3 mg/ml + 10 mg/ml suspensão oftálmica,suspensão oftálmica,suspensão,3 mg/ml + 10 mg/ml,oftálmica,ZYPRED,ANVISA/CMED 2026-06,2026-06
gefitinib,gefitinib 250 mg comprimido revestido,comprimido revestido,comprimido,250 mg,oral,GEFIB,ANVISA/CMED 2026-06,2026-06
gefitinibe,gefitinibe 250 mg comprimido revestido,comprimido revestido,comprimido,250 mg,oral,GEFITINIBE|IRESSA|KIGEFO|PULGE|TIMB|TYKITICIP,ANVISA/CMED 2026-06,2026-06
gelatina + trombina,gelatina + trombina kit c/ pó liofilizado,pó liofilizado,pó,kit c/,,FLOSEAL,ANVISA/CMED 2026-06,2026-06
genfibrozila,genfibrozila 600 mg comprimido revestido,comprimido revestido,comprimido,600 mg,oral,GENFIBROZILA,ANVISA/CMED 2026-06,2026-06
genfibrozila,genfibrozila 900 mg comprimido revestido,comprimido revestido,comprimido,900 mg,oral,GENFIBROZILA,ANVISA/CMED 2026-06,2026-06
gentuzumabe ozogamicina,"gentuzumabe ozogamicina 4,5 mg pó liofilizado para solução injetável",pó liofilizado para solução injetável,pó,"4,5 mg",parenteral,MYLOTARG,ANVISA/CMED 2026-06,2026-06
gestodeno + etinilestradiol,"gestodeno + etinilestradiol 0,015 + 0,06 mg comprimido revestido",comprimido revestido,comprimido,"0,015 + 0,06 mg",oral,ALLESTRA|ETINILESTRADIOL + GESTODENO,ANVISA/CMED 2026-06,2026-06
gestodeno + etinilestradiol,"gestodeno + etinilestradiol 0,015 mg + 0,060 mg comprimido revestido",comprimido revestido,comprimido,"0,015 mg + 0,060 mg",oral,SIBLIMA,ANVISA/CMED 2026-06,2026-06
gestodeno + etinilestradiol,"gestodeno + etinilestradiol 0,02 + 0,075 mg comprimido revestido",comprimido revestido,comprimido,"0,02 + 0,075 mg",oral,ALLESTRA,ANVISA/CMED 2026-06,2026-06
gestodeno + etinilestradiol,"gestodeno + etinilestradiol 0,03 + 0,075 mg comprimido revestido",comprimido revestido,comprimido,"0,03 + 0,075 mg",oral,ALLESTRA|ALLESTRA CONTI|ETINILESTRADIOL + GESTODENO,ANVISA/CMED 2026-06,2026-06
gestodeno + etinilestradiol,"gestodeno + etinilestradiol 0,030 + 0,075 mg comprimido revestido",comprimido revestido,comprimido,"0,030 + 0,075 mg",oral,GESTINOL,ANVISA/CMED 2026-06,2026-06
gestodeno + etinilestradiol,"gestodeno + etinilestradiol 0,06 mg + 0,015 mg comprimido revestido",comprimido revestido,comprimido,"0,06 mg + 0,015 mg",oral,GESTODENO + ETINILESTRADIOL|MINIMA,ANVISA/CMED 2026-06,2026-06
gestodeno + etinilestradiol,"gestodeno + etinilestradiol 0,060 mg + 0,015 mg comprimido revestido",comprimido revestido,comprimido,"0,060 mg + 0,015 mg",oral,TANTIN|TÂMISA 15,ANVISA/CMED 2026-06,2026-06
gestodeno + etinilestradiol,"gestodeno + etinilestradiol 0,060 mg+0,015 mg comprimido revestido",comprimido revestido,comprimido,"0,060 mg+0,015 mg",oral,ADOLESS,ANVISA/CMED 2026-06,2026-06
gestodeno + etinilestradiol,"gestodeno + etinilestradiol 0,075 mg + 0,02 mg comprimido revestido",comprimido revestido,comprimido,"0,075 mg + 0,02 mg",oral,DIMINUT|PREVIANE,ANVISA/CMED 2026-06,2026-06
gestodeno + etinilestradiol,"gestodeno + etinilestradiol 0,075 mg + 0,020 mg comprimido revestido",comprimido revestido,comprimido,"0,075 mg + 0,020 mg",oral,GINESSE|MICROPIL|TÂMISA,ANVISA/CMED 2026-06,2026-06
gestodeno + etinilestradiol,"gestodeno + etinilestradiol 0,075 mg + 0,030 mg comprimido revestido",comprimido revestido,comprimido,"0,075 mg + 0,030 mg",oral,MICROPIL|TÂMISA,ANVISA/CMED 2026-06,2026-06
gestodeno + etinilestradiol,"gestodeno + etinilestradiol 0,075+ 0,03 mg comprimido revestido",comprimido revestido,comprimido,"0,075+ 0,03 mg",oral,FERTNON|GESTODENO+ETINILESTRADIOL,ANVISA/CMED 2026-06,2026-06
gestodeno + etinilestradiol,"gestodeno + etinilestradiol 0,075 + 0,020 mg drágea",drágea,drágea,"0,075 + 0,020 mg",oral,FEMIANE,ANVISA/CMED 2026-06,2026-06
ginkgo biloba l.,ginkgo biloba l. 120 mg comprimido revestido,comprimido revestido,comprimido,120 mg,oral,BIOGINKGO BIONATUS|EQUITAM|FITOBILOBA|GINKGO BILOBA LABORATÓRIOS OSÓRIO DE MORAES|GINKGO VIDORA|GINKGO VITAL|GINKOBA|RITAPEELS,ANVISA/CMED 2026-06,2026-06
ginkgo biloba l.,ginkgo biloba l. 80 mg comprimido revestido,comprimido revestido,comprimido,80 mg,oral,BIOGINKGO BIONATUS|EQUITAM|GINKGO BILOBA BRASTERAPICA|GINKGO BILOBA LABORATÓRIOS OSÓRIO DE MORAES|GINKGO CATARINENSE|GINKGO VIDORA|GINKGO VITAL|GINKOBA,ANVISA/CMED 2026-06,2026-06
ginkgo biloba l.,ginkgo biloba l. 80 mg cápsula dura,cápsula dura,cápsula,80 mg,oral,GINKGO ES|GINKOCAPS,ANVISA/CMED 2026-06,2026-06
ginkgo biloba l.,ginkgo biloba l. 40 mg cápsula gelatinosa dura,cápsula gelatinosa dura,cápsula,40 mg,oral,GINKGO HERBARIUM,ANVISA/CMED 2026-06,2026-06
givosirana sódica,givosirana sódica 189 mg/ml solução injetável,solução injetável,solução,189 mg/ml,subcutânea,GIVLAARI,ANVISA/CMED 2026-06,2026-06
glibenclamida,glibenclamida 5 mg comprimido,comprimido,comprimido,5 mg,oral,DAONIL|FURP-GLIBENCLAMIDA|GLIBENCLAMIDA|GLICAMIN|GLICONIL|GLIONIL,ANVISA/CMED 2026-06,2026-06
glibenclamida + cloridrato de metformina,"glibenclamida + cloridrato de metformina 500 mg + 2,5 mg comprimido revestido",comprimido revestido,comprimido,"500 mg + 2,5 mg",oral,GLUCOVANCE,ANVISA/CMED 2026-06,2026-06
glibenclamida + cloridrato de metformina,glibenclamida + cloridrato de metformina 500 mg + 5 mg comprimido revestido,comprimido revestido,comprimido,500 mg + 5 mg,oral,GLUCOVANCE,ANVISA/CMED 2026-06,2026-06
glicazida,glicazida 30 mg comprimido de liberação prolongada,comprimido de liberação prolongada,comprimido,30 mg,oral,AZUKON MR,ANVISA/CMED 2026-06,2026-06
glicerina,glicerina 120 mg/ml solução retal,solução retal,solução,120 mg/ml,retal,SOLUCAO DE GLICERINA,ANVISA/CMED 2026-06,2026-06
glicerofosfato de cálcio + ergocalciferol + fosfato de cálcio tribásico + cianocobalamina + fluoreto de sódio,glicerofosfato de cálcio + ergocalciferol + fosfato de cálcio tribásico + cianocobalamina + fluoreto de sódio suspensão oral,suspensão oral,suspensão,,oral,CALCITRAN B12,ANVISA/CMED 2026-06,2026-06
glicerofosfato de sódio,glicerofosfato de sódio 216 mg/ml solução injetável,solução injetável,solução,216 mg/ml,intravenosa,NOVOPHOS,ANVISA/CMED 2026-06,2026-06
glicerofosfato de sódio,glicerofosfato de sódio 216 mg/ml solução para infusão,solução para infusão,solução,216 mg/ml,parenteral,GLYCOPHOS,ANVISA/CMED 2026-06,2026-06
glicerol,glicerol 120 mg/ml solução retal,solução retal,solução,120 mg/ml,retal,CLISTEROL|GLICERINA 12%|SOLUCAO DE GLICERINA,ANVISA/CMED 2026-06,2026-06
glicerol + carmelose sódica,glicerol + carmelose sódica 5 mg/ml + 9 mg/ml solução oftálmica,solução oftálmica,solução,5 mg/ml + 9 mg/ml,oftálmica,ACU FRESH G,ANVISA/CMED 2026-06,2026-06
glicina,glicina 15 mg/ml solução irr,solução irr,solução,15 mg/ml,,"GLICINA JP 1,5%",ANVISA/CMED 2026-06,2026-06
glicina,glicina 15 mg/ml solução irr uret,solução irr uret,solução,15 mg/ml,,BAXTER GLICINA,ANVISA/CMED 2026-06,2026-06
glicinato de alumínio + ácido acetilsalicílico + carbonato de magnésio,glicinato de alumínio + ácido acetilsalicílico + carbonato de magnésio 100 mg + 30 mg + 15 mg comprimido revestido dupla cam,comprimido revestido dupla cam,comprimido,100 mg + 30 mg + 15 mg,oral,SOMALGIN CARDIO,ANVISA/CMED 2026-06,2026-06
glicinato de alumínio + ácido acetilsalicílico + carbonato de magnésio,glicinato de alumínio + ácido acetilsalicílico + carbonato de magnésio 200 mg + 60 mg + 30 mg comprimido revestido dupla cam,comprimido revestido dupla cam,comprimido,200 mg + 60 mg + 30 mg,oral,SOMALGIN CARDIO,ANVISA/CMED 2026-06,2026-06
glicinato de alumínio + ácido acetilsalicílico + carbonato de magnésio,"glicinato de alumínio + ácido acetilsalicílico + carbonato de magnésio 325 mg + 107,5 mg + 48,75 mg comprimido revestido dupla cam",comprimido revestido dupla cam,comprimido,"325 mg + 107,5 mg + 48,75 mg",oral,SOMALGIN CARDIO,ANVISA/CMED 2026-06,2026-06
glicinato de alumínio + ácido acetilsalicílico + carbonato de magnésio,"glicinato de alumínio + ácido acetilsalicílico + carbonato de magnésio 81 mg + 24,3 mg + 12,15 mg comprimido revestido dupla cam",comprimido revestido dupla cam,comprimido,"81 mg + 24,3 mg + 12,15 mg",oral,SOMALGIN CARDIO,ANVISA/CMED 2026-06,2026-06
glicinato de magnésio + cloridrato de piridoxina,"glicinato de magnésio + cloridrato de piridoxina 722,22 mg + 1,0 mg comprimido revestido",comprimido revestido,comprimido,"722,22 mg + 1,0 mg",oral,MAGNEN B6,ANVISA/CMED 2026-06,2026-06
glicinato de zinco,glicinato de zinco 5 mg/ml suspensão oral,suspensão oral,suspensão,5 mg/ml,oral,ORALZ,ANVISA/CMED 2026-06,2026-06
glicinato férrico,"glicinato férrico 263,16 mg/ml suspensão oral",suspensão oral,suspensão,"263,16 mg/ml",oral,NOVOFER PED,ANVISA/CMED 2026-06,2026-06
glicinato férrico,"glicinato férrico 52,63 mg/ml suspensão oral",suspensão oral,suspensão,"52,63 mg/ml",oral,NOVOFER PED,ANVISA/CMED 2026-06,2026-06
gliclazida,gliclazida 30 mg comprimido de liberação prolongada,comprimido de liberação prolongada,comprimido,30 mg,oral,AZUKON MR|CLAZI XR|DAGLI|DIAMICRON|DIATARCOM MR|DICAZID MR|GLICLAZIDA,ANVISA/CMED 2026-06,2026-06
gliclazida,gliclazida 60 mg comprimido de liberação prolongada,comprimido de liberação prolongada,comprimido,60 mg,oral,CLAZI XR|DAGLI|DIAMICRON|DIATARCOM MR|GLICLAZIDA,ANVISA/CMED 2026-06,2026-06
gliclazida + cloridrato de metformina,gliclazida + cloridrato de metformina 500 mg + 30 mg comprimido de liberação prolongada,comprimido de liberação prolongada,comprimido,500 mg + 30 mg,oral,GLIVANCE XR,ANVISA/CMED 2026-06,2026-06
gliconato de cálcio,gliconato de cálcio 100 mg/ml solução injetável,solução injetável,solução,100 mg/ml,intravenosa,GLICONATO DE CALCIO|GLICONATO DE CÁLCIO|ISOFARMA - SOLUÇÃO DE GLICONATO DE CÁLCIO 10%,ANVISA/CMED 2026-06,2026-06
gliconato de sódio + cloreto de magnésio hexaidratado + acetato de sódio triidratado + cloreto de potássio + cloreto de sódio,gliconato de sódio + cloreto de magnésio hexaidratado + acetato de sódio triidratado + cloreto de potássio + cloreto de sódio solução para infusão,solução para infusão,solução,,intravenosa,SOLLUID,ANVISA/CMED 2026-06,2026-06
gliconato de sódio + cloreto de magnésio hexaidratado + cloreto de potássio + acetato de sódio tri-hidratado + cloreto de sódio,gliconato de sódio + cloreto de magnésio hexaidratado + cloreto de potássio + acetato de sódio tri-hidratado + cloreto de sódio solução para infusão,solução para infusão,solução,,intravenosa,SOLLUID,ANVISA/CMED 2026-06,2026-06
gliconato de zinco,gliconato de zinco solução oral,solução oral,solução,,oral,PEDIALYTE MAX,ANVISA/CMED 2026-06,2026-06
gliconato de zinco + ácido ascórbico,gliconato de zinco + ácido ascórbico 1 g + 70 mg comprimido efervescente,comprimido efervescente,comprimido,1 g + 70 mg,oral,VITERGYL ZINCO,ANVISA/CMED 2026-06,2026-06
glicose,glicose 100 mg/ml solução injetável,solução injetável,solução,100 mg/ml,intravenosa,BAXTER GLICOSE|FARMACE-GLICOSE|GLICOSE|GLICOSE BEKER|JP GLICOSE|SOLUÇÃO DE GLICOSE B. BRAUN,ANVISA/CMED 2026-06,2026-06
glicose,glicose 25% solução injetável,solução injetável,solução,25%,parenteral,GLICOSE,ANVISA/CMED 2026-06,2026-06
glicose,glicose 250 mg/ml solução injetável,solução injetável,solução,250 mg/ml,intravenosa,FARMACE-GLICOSE|ISOFARMA - SOLUÇÃO DE GLICOSE|SOLUCAO DE GLICOSE,ANVISA/CMED 2026-06,2026-06
glicose,glicose 50 mg/ml solução injetável,solução injetável,solução,50 mg/ml,intravenosa,BAXTER GLICOSE|FARMACE-GLICOSE 5% SOLUÇÃO ISOTONICA|GLICOSE|GLICOSE BEKER|GLICOSE HALEX ISTAR|JP GLICOSE|SOLUCAO DE GLICOSE|SOLUÇÃO DE GLICOSE B. BRAUN,ANVISA/CMED 2026-06,2026-06
glicose,glicose 50% solução injetável,solução injetável,solução,50%,parenteral,GLICOSE,ANVISA/CMED 2026-06,2026-06
glicose,glicose 500 mg/ml solução injetável,solução injetável,solução,500 mg/ml,intravenosa,BAXTER GLICOSE|FARMACE-GLICOSE|GLICOSE|ISOFARMA - SOLUÇÃO DE GLICOSE|SOLUCAO DE GLICOSE,ANVISA/CMED 2026-06,2026-06
glicose,glicose 750 mg/ml solução injetável,solução injetável,solução,750 mg/ml,intravenosa,SOLUCAO DE GLICOSE,ANVISA/CMED 2026-06,2026-06
glicose,glicose 100 mg / ml solução para infusão,solução para infusão,solução,100 mg / ml,intravenosa,GLICOSE,ANVISA/CMED 2026-06,2026-06
glicose,glicose 50 + 9 mg / ml solução para infusão,solução para infusão,solução,50 + 9 mg / ml,intravenosa,GLICOFISIOLÓGICO,ANVISA/CMED 2026-06,2026-06
glicose,glicose 50 mg / ml solução para infusão,solução para infusão,solução,50 mg / ml,intravenosa,GLICOSE,ANVISA/CMED 2026-06,2026-06
glicose,glicose 50 mg /ml solução para infusão,solução para infusão,solução,50 mg /ml,intravenosa,GLICOSE,ANVISA/CMED 2026-06,2026-06
glicose + citrato de potássio + cloreto de sódio,glicose + citrato de potássio + cloreto de sódio solução oral,solução oral,solução,,oral,REHIDRAZOL,ANVISA/CMED 2026-06,2026-06
glicose + cloreto de sódio,glicose + cloreto de sódio 50 mg + 9 mg/ml solução injetável,solução injetável,solução,50 mg + 9 mg/ml,intravenosa,GLICOSE + CLORETO DE SÓDIO FARMACE,ANVISA/CMED 2026-06,2026-06
glicose + cloreto de sódio,glicose + cloreto de sódio 50 mg/ml + 9 mg/ml solução injetável,solução injetável,solução,50 mg/ml + 9 mg/ml,intravenosa,"GLICOSE A 5% + CLORETO DE SÓDIO A 0,9%|SOLUÇÃO GLICOFISIOLÓGICA|SOLUÇÃO GLICOFISIOLÓGICA BEKER",ANVISA/CMED 2026-06,2026-06
glicose + cloreto de sódio,"glicose + cloreto de sódio 50,0 + 9,0 mg/ml solução injetável",solução injetável,solução,"50,0 + 9,0 mg/ml",intravenosa,HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA,ANVISA/CMED 2026-06,2026-06
glicose + cloreto de sódio,glicose + cloreto de sódio 9 + 50 mg/ml solução injetável,solução injetável,solução,9 + 50 mg/ml,intravenosa,JP GLICOFISIOLÓGICO,ANVISA/CMED 2026-06,2026-06
glicose + cloreto de sódio,glicose + cloreto de sódio 9 mg + 50 mg/ml solução injetável,solução injetável,solução,9 mg + 50 mg/ml,intravenosa,SOLUÇÃO GLICOFISIOLÓGICA EQUIPLEX,ANVISA/CMED 2026-06,2026-06
glicose + cloreto de sódio,glicose + cloreto de sódio 50 + 9 mg/ml solução injetável bols plas pvc transdérmico sist fech,solução injetável bols plas pvc transdérmico sist fech,solução,50 + 9 mg/ml,intravenosa,SOLUÇÃO GLICOFISIOLÓGICA,ANVISA/CMED 2026-06,2026-06
glicose + glicose monoidratada,glicose + glicose monoidratada 50 mg/ml solução injetável,solução injetável,solução,50 mg/ml,intravenosa,SOLUCAO DE GLICOSE,ANVISA/CMED 2026-06,2026-06
glicose anidra,glicose anidra 100 mg/ml solução para infusão,solução para infusão,solução,100 mg/ml,intravenosa,GLICOSE,ANVISA/CMED 2026-06,2026-06
glicose anidra,glicose anidra 50 mg/ml solução para infusão,solução para infusão,solução,50 mg/ml,intravenosa,GLICOSE,ANVISA/CMED 2026-06,2026-06
glicose anidra + bicarbonato de sódio + cloreto de sódio,glicose anidra + bicarbonato de sódio + cloreto de sódio 105 + 35 + 70 meq/l + 1 g/l pó para solução hd,pó para solução hd,pó,105 + 35 + 70 meq/l + 1 g/l,,CPHD GENIUS DS,ANVISA/CMED 2026-06,2026-06
glicose anidra + cloreto de sódio,glicose anidra + cloreto de sódio 9 mg/ml + 50 mg/ml solução para infusão,solução para infusão,solução,9 mg/ml + 50 mg/ml,intravenosa,"GLICOSE 5% + CLORETO DE SÓDIO 0,9%|SOLUÇÃO GLICOFISIOLÓGICA",ANVISA/CMED 2026-06,2026-06
glicose monoidratada,"glicose monoidratada 15+5,786+3,924+0,2573+0,1017 mg/ml solução dp",solução dp,solução,"15+5,786+3,924+0,2573+0,1017 mg/ml",,PERITOSTERIL,ANVISA/CMED 2026-06,2026-06
glicose monoidratada,"glicose monoidratada 42,5+5,786+3,924+0,184+0,1017 mg/ml solução dp",solução dp,solução,"42,5+5,786+3,924+0,184+0,1017 mg/ml",,PERITOSTERIL,ANVISA/CMED 2026-06,2026-06
glicose monoidratada,glicose monoidratada 50 mg/ml solução injetável,solução injetável,solução,50 mg/ml,intravenosa,GLICOSE MONOIDRATADA,ANVISA/CMED 2026-06,2026-06
glimepirida,glimepirida 1 mg comprimido,comprimido,comprimido,1 mg,oral,BETES|GLIMEPIL|GLIMEPIRIDA,ANVISA/CMED 2026-06,2026-06
glimepirida,glimepirida 2 mg comprimido,comprimido,comprimido,2 mg,oral,BETES|GLIANSOR|GLIMEPIL|GLIMEPIRIDA,ANVISA/CMED 2026-06,2026-06
glimepirida,glimepirida 4 mg comprimido,comprimido,comprimido,4 mg,oral,BETES|GLIANSOR|GLIMEPIL|GLIMEPIRIDA,ANVISA/CMED 2026-06,2026-06
glimepirida,glimepirida 6 mg comprimido,comprimido,comprimido,6 mg,oral,GLIMEPIL,ANVISA/CMED 2026-06,2026-06
glucagon,glucagon 1 ui/mg pó liofilizado para solução injetável est plast 1,pó liofilizado para solução injetável est plast 1,pó,1 ui/mg,parenteral,GLUCAGEN,ANVISA/CMED 2026-06,2026-06
glycine max (l.) merr.,glycine max (l.) merr. 150 mg comprimido revestido,comprimido revestido,comprimido,150 mg,oral,ISOFLAVINE,ANVISA/CMED 2026-06,2026-06
glycine max (l.) merr.,glycine max (l.) merr. 75 mg comprimido revestido,comprimido revestido,comprimido,75 mg,oral,ISOFLAVINE,ANVISA/CMED 2026-06,2026-06
glycine max (l.) merr.,glycine max (l.) merr. 150 mg cápsula dura,cápsula dura,cápsula,150 mg,oral,BUONA|HIZOFITO|SOYFEMME|SOYNATI,ANVISA/CMED 2026-06,2026-06
glycyrrhiza glabra l. + ácido ascórbico + colecalciferol + matricaria chamomilla l.,glycyrrhiza glabra l. + ácido ascórbico + colecalciferol + matricaria chamomilla l. 25 mg + 5 mg + 25 mg + 150 ui cápsula dura buc,cápsula dura buc,cápsula,25 mg + 5 mg + 25 mg + 150 ui,oral,CAMOMILINA C,ANVISA/CMED 2026-06,2026-06
golimumabe,golimumabe 100 mg solução injetável,solução injetável,solução,100 mg,parenteral,SIMPONI,ANVISA/CMED 2026-06,2026-06
golimumabe,golimumabe 50 mg solução injetável,solução injetável,solução,50 mg,parenteral,BIO-MANGUINHOS GOLIMUMABE|SIMPONI,ANVISA/CMED 2026-06,2026-06
golimumabe,golimumabe 50 mg solução injetável para infusão,solução injetável para infusão,solução,50 mg,intravenosa,SIMPONI,ANVISA/CMED 2026-06,2026-06
gonadotrofina coriônica,gonadotrofina coriônica 5000 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,5000 ui,"intramuscular, subcutânea",CHORIOMON-M,ANVISA/CMED 2026-06,2026-06
gonadotropina coriônica,gonadotropina coriônica 5000 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,5000 ui,"intramuscular, subcutânea",CHORIOMON-M,ANVISA/CMED 2026-06,2026-06
guaifenesina,"guaifenesina 13,3 mg/ml xarope",xarope,xarope,"13,3 mg/ml",oral,GUAIFENESINA|XAROPE VICK,ANVISA/CMED 2026-06,2026-06
guaifenesina,"guaifenesina 13,33 mg/ml xarope",xarope,xarope,"13,33 mg/ml",oral,EXPECTOFLUI|FRENOTOSSE|SPECTOLAB BALSAMICO|TRANSPULMIN XAROPE ADULTO|XAROPE CIMETOSSE,ANVISA/CMED 2026-06,2026-06
guaifenesina,"guaifenesina 13,333 mg/ml xarope",xarope,xarope,"13,333 mg/ml",oral,EXPECTOVIC|GLYTEOL,ANVISA/CMED 2026-06,2026-06
guaifenesina,guaifenesina 16 mg/ml xarope,xarope,xarope,16 mg/ml,oral,XAROPE VICK,ANVISA/CMED 2026-06,2026-06
guaifenesina,"guaifenesina 6,667 mg/ml xarope",xarope,xarope,"6,667 mg/ml",oral,TRANSPULMIN XAROPE INFANTIL,ANVISA/CMED 2026-06,2026-06
guaifenesina,"guaifenesina 6,67 mg/ml xarope",xarope,xarope,"6,67 mg/ml",oral,SPECTOLAB BALSAMICO,ANVISA/CMED 2026-06,2026-06
guaifenesina + sulfato de pseudoefedrina + maleato de dexclorfeniramina,"guaifenesina + sulfato de pseudoefedrina + maleato de dexclorfeniramina 0,4 + 4 + 20 mg/ml solução oral",solução oral,solução,"0,4 + 4 + 20 mg/ml",oral,EMSEXPECTOR|MALEATO DE DEXCLORFENIRAMINA + SULFATO DE PSEUDOEFEDRINA + GUAIFENESINA|SPECTOLAB EXP,ANVISA/CMED 2026-06,2026-06
guaifenesina + sulfato de pseudoefedrina + maleato de dexclorfeniramina,"guaifenesina + sulfato de pseudoefedrina + maleato de dexclorfeniramina 0,4 mg/ml + 4 mg/ml + 20 mg/ml solução oral",solução oral,solução,"0,4 mg/ml + 4 mg/ml + 20 mg/ml",oral,EXPECTAMIN,ANVISA/CMED 2026-06,2026-06
guselcumabe,guselcumabe 100 mg solução injetável,solução injetável,solução,100 mg,parenteral,TREMFYA,ANVISA/CMED 2026-06,2026-06
guselcumabe,guselcumabe 200 mg solução injetável,solução injetável,solução,200 mg,parenteral,TREMFYA,ANVISA/CMED 2026-06,2026-06
guselcumabe,guselcumabe 45 mg solução injetável,solução injetável,solução,45 mg,parenteral,TREMFYA,ANVISA/CMED 2026-06,2026-06
guselcumabe,guselcumabe 200 mg solução para diluição para infusão,solução para diluição para infusão,solução,200 mg,parenteral,TREMFYA,ANVISA/CMED 2026-06,2026-06
haloperidol,haloperidol 1 mg comprimido,comprimido,comprimido,1 mg,oral,HALDOL|HALO,ANVISA/CMED 2026-06,2026-06
haloperidol,haloperidol 5 mg comprimido,comprimido,comprimido,5 mg,oral,FURP-HALOPERIDOL|HALDOL|HALO|HALOPERIDOL|UNI HALOPER,ANVISA/CMED 2026-06,2026-06
haloperidol,haloperidol 2 mg/ml solução got oral,solução got oral,solução,2 mg/ml,oral,HALDOL|HALO,ANVISA/CMED 2026-06,2026-06
haloperidol,haloperidol 5 mg/ml solução injetável,solução injetável,solução,5 mg/ml,intramuscular,HALO|HALOPERIDOL|HYPORIDROL|UNI HALOPER,ANVISA/CMED 2026-06,2026-06
haloperidol,haloperidol 2 mg/ml solução oral,solução oral,solução,2 mg/ml,oral,HALOPERIDOL,ANVISA/CMED 2026-06,2026-06
harpagophytum procumbens (burch.) dc. ex meissn.,harpagophytum procumbens (burch.) dc. ex meissn. 350 mg cápsula dura,cápsula dura,cápsula,350 mg,oral,REUMALIV,ANVISA/CMED 2026-06,2026-06
harpagophytum procumbens dc. ex meissn.,harpagophytum procumbens dc. ex meissn. 400 mg comprimido revestido,comprimido revestido,comprimido,400 mg,oral,ARPADOL,ANVISA/CMED 2026-06,2026-06
harpagophytum procumbens dc. ex meissn.,harpagophytum procumbens dc. ex meissn. 300 mg comprimido revestido de liberação retardada,comprimido revestido de liberação retardada,comprimido,300 mg,oral,PERMEAR,ANVISA/CMED 2026-06,2026-06
harpagophytum procumbens dc. ex meissn.,harpagophytum procumbens dc. ex meissn. 450 mg comprimido revestido de liberação retardada,comprimido revestido de liberação retardada,comprimido,450 mg,oral,ARPYNFLAN,ANVISA/CMED 2026-06,2026-06
hedera helix (hera),hedera helix (hera) 7 mg/ml solução oral,solução oral,solução,7 mg/ml,oral,ABRILAR,ANVISA/CMED 2026-06,2026-06
hedera helix (hera),hedera helix (hera) 15 mg/ml xarope,xarope,xarope,15 mg/ml,oral,BLUMEL HEDERA,ANVISA/CMED 2026-06,2026-06
hedera helix (hera),hedera helix (hera) 7 mg/ml xarope,xarope,xarope,7 mg/ml,oral,BRONDELIX|FLYARE|HEDRA EXPEC,ANVISA/CMED 2026-06,2026-06
hedera helix (hera),"hedera helix (hera) 7,5 mg xarope",xarope,xarope,"7,5 mg",oral,LIBERAFLUX,ANVISA/CMED 2026-06,2026-06
hedera helix l.,hedera helix l. 7 mg/ml solução oral,solução oral,solução,7 mg/ml,oral,HEDERA CIMED,ANVISA/CMED 2026-06,2026-06
hedera helix l.,hedera helix l. 15 mg/ml xarope,xarope,xarope,15 mg/ml,oral,TORANTE|V-TOSSE|XAROPE BENETOSSE,ANVISA/CMED 2026-06,2026-06
hedera helix l.,hedera helix l. 7 mg/ml xarope,xarope,xarope,7 mg/ml,oral,ABRIFIT|AREMAZ|ARLIVRY|EXPULSATOX|GRIPALCEFITO|HEDERA CATARINENSE|HEDERA HELIX VITAMEDIC|HEDERA HERBARIUM,ANVISA/CMED 2026-06,2026-06
hedera helix l.,"hedera helix l. 7,50 mg/ml xarope",xarope,xarope,"7,50 mg/ml",oral,HEDERAX,ANVISA/CMED 2026-06,2026-06
hemifumarato de alisquireno,hemifumarato de alisquireno 150 mg comprimido revestido,comprimido revestido,comprimido,150 mg,oral,HEMIFUMARATO DE ALISQUIRENO,ANVISA/CMED 2026-06,2026-06
hemifumarato de alisquireno,hemifumarato de alisquireno 300 mg comprimido revestido,comprimido revestido,comprimido,300 mg,oral,HEMIFUMARATO DE ALISQUIRENO,ANVISA/CMED 2026-06,2026-06
hemifumarato de bisoprolol,"hemifumarato de bisoprolol 1,25 mg comprimido revestido",comprimido revestido,comprimido,"1,25 mg",oral,CONCOR|CONCÁRDIO|HEMIFUMARATO DE BISOPROLOL|ICCOR|LAIO,ANVISA/CMED 2026-06,2026-06
hemifumarato de bisoprolol,hemifumarato de bisoprolol 10 mg comprimido revestido,comprimido revestido,comprimido,10 mg,oral,BIZO|CONCOR|CONCÁRDIO|HEMIFUMARATO DE BISOPROLOL|ICCOR|LAIO,ANVISA/CMED 2026-06,2026-06
hemifumarato de bisoprolol,"hemifumarato de bisoprolol 2,5 mg comprimido revestido",comprimido revestido,comprimido,"2,5 mg",oral,BIZO|CONCOR|CONCÁRDIO|HEMIFUMARATO DE BISOPROLOL|ICCOR|LAIO,ANVISA/CMED 2026-06,2026-06
